YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,8,11,2,AA,336,N3GNAA,ORD,LGA,2038,2054,16,14,2108,139,121,94,733,2342,13,2357,2355,-2,0,0,,,,,,
2015,1,19,1,US,621,N673AW,PHX,SNA,1120,1125,5,21,1146,86,86,59,338,1145,6,1146,1151,5,0,0,,,,,,
2015,8,3,1,DL,875,N369NB,ATL,MSN,1944,1942,-2,29,2011,131,141,107,707,2058,5,2055,2103,8,0,0,,,,,,
2015,5,12,2,UA,1649,N69847,FLL,IAH,610,606,-4,14,620,171,153,128,966,728,11,801,739,-22,0,0,,,,,,
2015,10,20,2,WN,117,N937WN,15304,13495,1815,1811,-4,12,1823,95,97,82,488,1845,3,1850,1848,-2,0,0,,,,,,
2015,4,4,6,HA,143,N488HA,HNL,LIH,1103,1108,5,15,1123,38,45,23,102,1146,7,1141,1153,12,0,0,,,,,,
2015,5,27,3,DL,1681,N309DE,ATL,CMH,735,734,-1,15,749,90,84,63,447,852,6,905,858,-7,0,0,,,,,,
2015,1,12,1,DL,1525,N920DE,BWI,ATL,1900,2051,111,22,2113,127,125,90,577,2243,13,2107,2256,109,0,0,,70,0,5,34,0
2015,1,18,7,AA,322,N3HGAA,ORD,DCA,1135,1126,-9,8,1134,104,96,85,612,1359,3,1419,1402,-17,0,0,,,,,,
2015,9,7,1,EV,4914,N755EV,FSM,ATL,1520,1518,-2,21,1539,109,112,82,579,1801,9,1809,1810,1,0,0,,,,,,
2015,12,1,2,MQ,3205,N907MQ,DFW,HOU,1410,1425,15,16,1441,72,67,48,247,1529,3,1522,1532,10,0,0,,,,,,
2015,9,27,7,DL,1614,N928DL,LIT,ATL,710,705,-5,21,726,95,94,64,453,930,9,945,939,-6,0,0,,,,,,
2015,8,28,5,MQ,3327,N620MQ,DBQ,ORD,630,623,-7,10,633,60,58,31,147,704,17,730,721,-9,0,0,,,,,,
2015,2,1,7,VX,941,N840VA,LAX,SFO,1825,1826,1,9,1835,80,76,55,337,1930,12,1945,1942,-3,0,0,,,,,,
2015,8,10,1,AA,1130,N5EKAA,MIA,SFO,1405,1403,-2,23,1426,353,331,305,2585,1631,3,1658,1634,-24,0,0,,,,,,
2015,8,21,5,UA,1617,N37462,IAH,IAD,730,730,0,13,743,185,167,150,1190,1113,4,1135,1117,-18,0,0,,,,,,
2015,2,26,4,DL,1765,N525US,ATL,RSW,1225,1304,39,15,1319,105,101,82,515,1441,4,1410,1445,35,0,0,,0,0,23,0,12
2015,8,26,3,B6,2280,N375JB,EWR,BOS,900,847,-13,25,912,75,66,36,200,948,5,1015,953,-22,0,0,,,,,,
2015,5,25,1,UA,250,N497UA,IAH,SFO,1250,1359,69,18,1417,259,282,258,1635,1635,6,1509,1641,92,0,0,,77,0,0,15,0
2015,8,6,4,AA,375,N4XHAA,DFW,MKE,2015,2010,-5,13,2023,149,130,111,853,2214,6,2244,2220,-24,0,0,,,,,,
2015,12,5,6,UA,379,N69830,IAD,MCO,830,830,0,13,843,138,128,103,758,1026,12,1048,1038,-10,0,0,,,,,,
2015,3,29,7,AA,1307,N3KRAA,BNA,LAX,2020,2020,0,15,2035,276,278,259,1797,2254,4,2256,2258,2,0,0,,,,,,
2015,7,2,4,UA,1598,N21723,DCA,ORD,1754,1825,31,19,1844,126,132,95,612,1919,18,1900,1937,37,0,0,,6,0,31,0,0
2015,10,11,7,UA,1240,N12754,13303,13930,1235,1227,-8,14,1241,203,190,166,1197,1427,10,1458,1437,-21,0,0,,,,,,
2015,9,6,7,B6,2002,N339JB,JFK,BUF,2255,2246,-9,21,2307,89,75,52,301,2359,2,24,1,-23,0,0,,,,,,
2015,5,31,7,EV,4927,N676CA,ATL,BTR,1755,1821,26,22,1843,92,92,67,448,1850,3,1827,1853,26,0,0,,0,0,26,0,0
2015,9,23,3,OO,6335,N119SY,LAX,SAN,1300,1256,-4,20,1316,57,53,30,109,1346,3,1357,1349,-8,0,0,,,,,,
2015,7,28,2,UA,1107,N36469,IAD,MCO,1214,1225,11,15,1240,132,123,100,758,1420,8,1426,1428,2,0,0,,,,,,
2015,7,17,5,EV,4762,N11548,GRR,EWR,1008,957,-11,9,1006,112,103,87,605,1133,7,1200,1140,-20,0,0,,,,,,
2015,1,27,2,US,428,N534UW,DEN,CLT,1015,1010,-5,17,1027,189,189,167,1337,1514,5,1524,1519,-5,0,0,,,,,,
2015,2,3,2,DL,2532,N326US,SLC,GEG,2136,2138,2,15,2153,116,110,92,546,2225,3,2232,2228,-4,0,0,,,,,,
2015,7,11,6,AA,1952,N701UW,CLT,BUF,2215,2234,19,21,2255,95,97,74,546,9,2,2350,11,21,0,0,,2,19,0,0,0
2015,1,21,3,OO,4673,N814SK,SLC,BUR,2054,2108,14,17,2125,123,108,86,574,2151,5,2157,2156,-1,0,0,,,,,,
2015,2,26,4,MQ,3211,N624MQ,RST,ORD,945,1212,147,11,1223,73,74,53,268,1316,10,1058,1326,148,0,0,,110,0,0,38,0
2015,8,27,4,DL,2163,N842DN,PDX,MSP,1135,1130,-5,11,1141,192,186,167,1426,1628,8,1647,1636,-11,0,0,,,,,,
2015,6,8,1,EV,5106,N871AS,ILM,ATL,1835,1831,-4,11,1842,90,86,65,377,1947,10,2005,1957,-8,0,0,,,,,,
2015,12,13,7,MQ,3462,N932MQ,DFW,LIT,835,832,-3,12,844,70,66,49,304,933,5,945,938,-7,0,0,,,,,,
2015,3,26,4,UA,1246,N25705,IAH,EWR,1920,1930,10,33,2003,195,203,154,1400,2337,16,2335,2353,18,0,0,,18,0,0,0,0
2015,6,10,3,OO,5184,N715SK,IAH,SLC,1430,1455,25,22,1517,187,199,166,1195,1703,11,1637,1714,37,0,0,,12,0,25,0,0
