YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,11,18,3,AS,714,N760AS,PDX,SLC,1635,1621,-14,13,1634,104,103,80,630,1854,10,1919,1904,-15,0,0,,,,,,
2015,9,29,2,MQ,3301,N534MQ,ORD,GRR,2150,2149,-1,16,2205,58,46,25,137,2330,5,2348,2335,-13,0,0,,,,,,
2015,12,30,3,EV,3261,N28529,GPT,IAH,914,904,-10,11,915,96,95,64,376,1019,20,1050,1039,-11,0,0,,,,,,
2015,1,24,6,OO,6411,N978SW,ORD,MLI,1200,1155,-5,15,1210,55,45,26,139,1236,4,1255,1240,-15,0,0,,,,,,
2015,8,20,4,OO,5417,N934SW,DEN,HYS,736,725,-11,13,738,70,63,44,298,922,6,946,928,-18,0,0,,,,,,
2015,9,9,3,WN,2063,N771SA,OAK,LAS,1415,1415,0,9,1424,90,83,70,407,1534,4,1545,1538,-7,0,0,,,,,,
2015,3,25,3,EV,4662,N17108,ORD,MSN,1021,1016,-5,7,1023,56,41,29,108,1052,5,1117,1057,-20,0,0,,,,,,
2015,4,3,5,WN,1002,N455WN,BHM,MDW,1850,1845,-5,8,1853,110,101,89,570,2022,4,2040,2026,-14,0,0,,,,,,
2015,8,23,7,B6,56,N374JB,IAD,BOS,810,806,-4,17,823,87,84,60,413,923,7,937,930,-7,0,0,,,,,,
2015,7,22,3,WN,4550,N236WN,BUR,LAS,1120,1120,0,8,1128,60,50,37,223,1205,5,1220,1210,-10,0,0,,,,,,
2015,10,4,7,WN,432,N427WN,10140,12892,1100,1057,-3,9,1106,120,126,98,677,1144,19,1200,1203,3,0,0,,,,,,
2015,2,10,2,WN,869,N8600F,PHX,FLL,1010,1015,5,20,1035,260,261,235,1972,1630,6,1630,1636,6,0,0,,,,,,
2015,9,8,2,OO,2959,N885AS,TUS,PHX,1520,1510,-10,15,1525,48,52,24,110,1549,13,1608,1602,-6,0,0,,,,,,
2015,9,23,3,EV,5248,N844AS,SGF,ATL,1400,1401,1,18,1419,105,110,81,563,1640,11,1645,1651,6,0,0,,,,,,
2015,2,18,3,UA,646,N827UA,ORD,EWR,1355,1354,-1,10,1404,130,119,99,719,1643,10,1705,1653,-12,0,0,,,,,,
2015,8,1,6,HA,24,N582HA,OGG,OAK,1110,1105,-5,17,1122,295,302,277,2349,1859,8,1905,1907,2,0,0,,,,,,
2015,10,1,4,UA,407,N537UA,13930,11292,1457,1507,10,19,1526,157,143,117,888,1623,7,1634,1630,-4,0,0,,,,,,
2015,3,4,3,US,580,N717UW,SLC,PHL,1025,1022,-3,20,1042,242,250,212,1927,1614,18,1627,1632,5,0,0,,,,,,
2015,7,15,3,EV,6034,N16170,PIA,ORD,1859,1854,-5,37,1931,55,76,29,130,2000,10,1954,2010,16,0,0,,16,0,0,0,0
2015,4,12,7,DL,2438,N952DL,ATL,DCA,920,926,6,9,935,99,87,74,547,1049,4,1059,1053,-6,0,0,,,,,,
2015,9,9,3,WN,1958,N8311Q,SJC,LAS,645,647,2,9,656,90,73,59,386,755,5,815,800,-15,0,0,,,,,,
2015,6,23,2,OO,5456,N702BR,RDM,SFO,615,604,-11,12,616,97,98,79,462,735,7,752,742,-10,0,0,,,,,,
2015,12,23,3,EV,5024,N900EV,AGS,ATL,1525,1538,13,11,1549,57,63,40,143,1629,12,1622,1641,19,0,0,,6,0,4,9,0
2015,10,11,7,DL,1645,N321NB,11292,11433,1358,1353,-5,11,1404,171,156,135,1123,1819,10,1849,1829,-20,0,0,,,,,,
2015,6,8,1,AA,343,N3JBAA,LGA,ORD,1555,1756,121,18,1814,168,155,129,733,1923,8,1743,1931,108,0,0,,108,0,0,0,0
2015,5,26,2,DL,922,N6706Q,SJU,ATL,710,703,-7,11,714,235,215,194,1547,1028,10,1105,1038,-27,0,0,,,,,,
2015,6,5,5,DL,980,N923DN,ATL,BOS,1510,1508,-2,27,1535,170,166,127,946,1742,12,1800,1754,-6,0,0,,,,,,
2015,1,11,7,DL,1156,N810DN,PDX,ATL,625,621,-4,11,632,279,268,251,2172,1343,6,1404,1349,-15,0,0,,,,,,
2015,7,22,3,WN,2168,N7724A,BWI,RDU,915,912,-3,13,925,65,62,47,255,1012,2,1020,1014,-6,0,0,,,,,,
2015,1,10,6,OO,4624,N823SK,FAT,SLC,624,648,24,19,707,104,94,71,501,918,4,908,922,14,0,0,,,,,,
2015,11,29,7,EV,6023,N11548,CVG,ORD,600,556,-4,33,629,82,94,50,264,619,11,622,630,8,0,0,,,,,,
2015,11,1,7,F9,787,N230FR,DEN,PDX,800,754,-6,13,807,165,168,150,991,937,5,945,942,-3,0,0,,,,,,
2015,3,25,3,EV,4624,N12528,AMA,IAH,1647,1647,0,18,1705,99,102,73,517,1818,11,1826,1829,3,0,0,,,,,,
2015,6,18,4,UA,1427,N37277,IAH,FLL,2107,2222,75,14,2236,154,143,125,966,141,4,41,145,64,0,0,,0,0,0,64,0
2015,12,3,4,AA,1215,N3LMAA,SNA,ORD,700,656,-4,19,715,237,247,219,1726,1254,9,1257,1303,6,0,0,,,,,,
2015,7,16,4,AA,351,N494AA,IAH,DFW,1606,1601,-5,19,1620,79,88,41,224,1701,28,1725,1729,4,0,0,,,,,,
2015,8,28,5,WN,2132,N710SW,SAN,LAS,1735,1735,0,9,1744,70,64,51,258,1835,4,1845,1839,-6,0,0,,,,,,
2015,5,17,7,WN,421,N247WN,ATL,BWI,945,1022,37,11,1033,110,92,78,577,1151,3,1135,1154,19,0,0,,0,0,19,0,0
2015,11,6,5,DL,1649,N6700,LAX,MCO,1305,1302,-3,18,1320,280,280,253,2218,2033,9,2045,2042,-3,0,0,,,,,,
2015,10,24,6,UA,1759,N12754,13930,14908,932,1029,57,24,1053,258,259,229,1726,1242,6,1150,1248,58,0,0,,1,0,8,49,0
2015,9,9,3,EV,4363,N13994,IAH,ELP,2111,2235,84,13,2248,117,113,96,667,2324,4,2208,2328,80,0,0,,0,0,0,80,0
2015,6,3,3,UA,1214,N54711,ORD,LGA,1705,1711,6,19,1730,137,125,103,733,2013,3,2022,2016,-6,0,0,,,,,,
2015,4,3,5,OO,5653,N771SK,AUS,LAX,900,916,16,20,936,215,212,181,1242,1037,11,1035,1048,13,0,0,,,,,,
2015,4,28,2,WN,2408,N7813P,DTW,BNA,1750,1805,15,7,1812,95,81,70,456,1822,4,1825,1826,1,0,0,,,,,,
2015,7,21,2,DL,1286,N946DN,ATL,LGA,1045,1041,-4,15,1056,134,209,100,762,1236,94,1259,1410,71,0,0,,71,0,0,0,0
2015,10,20,2,EV,5590,N759EV,11537,11433,1724,1721,-3,37,1758,80,104,63,332,1901,4,1844,1905,21,0,0,,21,0,0,0,0
2015,8,27,4,B6,1590,N559JB,FLL,DTW,1840,1921,41,14,1935,182,166,145,1127,2200,7,2142,2207,25,0,0,,0,0,8,17,0
2015,4,20,1,MQ,3192,N843MQ,ORD,CMH,2000,1959,-1,15,2014,80,74,54,296,2208,5,2220,2213,-7,0,0,,,,,,
2015,9,10,4,DL,1624,N925DN,MSP,PHL,1920,2014,54,20,2034,158,159,122,980,2336,17,2258,2353,55,0,0,,49,0,5,1,0
2015,11,19,4,WN,167,N7844A,MCI,LAS,1335,1327,-8,13,1340,190,188,171,1139,1431,4,1445,1435,-10,0,0,,,,,,
2015,9,21,1,OO,4556,N692CA,MSP,BNA,1320,1315,-5,19,1334,129,113,90,695,1504,4,1529,1508,-21,0,0,,,,,,
2015,3,26,4,WN,1435,N8316H,DEN,MCO,630,626,-4,18,644,210,205,180,1546,1144,7,1200,1151,-9,0,0,,,,,,
2015,4,18,6,WN,1342,N205WN,MDW,DEN,1825,1836,11,27,1903,155,153,120,895,2003,6,2000,2009,9,0,0,,,,,,
2015,8,26,3,DL,1681,N954AT,ATL,CMH,752,749,-3,10,759,86,80,66,447,905,4,918,909,-9,0,0,,,,,,
2015,7,3,5,DL,2564,N903DE,PBI,ATL,1510,1655,105,15,1710,117,98,78,545,1828,5,1707,1833,86,0,0,,0,0,0,86,0
2015,4,17,5,DL,1695,N3771K,ATL,CMH,1427,1427,0,23,1450,93,89,62,447,1552,4,1600,1556,-4,0,0,,,,,,
2015,7,15,3,UA,1089,N11206,DEN,GEG,1111,1121,10,22,1143,139,136,108,836,1231,6,1230,1237,7,0,0,,,,,,
2015,11,19,4,WN,1945,N766SW,MSP,MDW,540,535,-5,12,547,100,88,66,349,653,10,720,703,-17,0,0,,,,,,
2015,1,19,1,UA,1721,N69833,SFO,KOA,905,908,3,19,927,336,326,304,2367,1231,3,1241,1234,-7,0,0,,,,,,
2015,7,12,7,WN,44,N923WN,BHM,MCO,2045,2047,2,6,2053,90,75,64,479,2257,5,2315,2302,-13,0,0,,,,,,
2015,7,6,1,WN,675,N497WN,MCO,BWI,1905,1949,44,19,2008,140,171,128,787,2216,24,2125,2240,75,0,0,,31,0,11,33,0
2015,11,15,7,EV,4608,N16178,ORD,CVG,659,653,-6,11,704,71,62,42,264,846,9,910,855,-15,0,0,,,,,,
2015,6,22,1,UA,1222,N62849,EWR,DEN,1525,1531,6,14,1545,260,260,240,1605,1745,6,1745,1751,6,0,0,,,,,,
2015,5,31,7,AA,1055,N4YDAA,DFW,PIT,1820,1815,-5,17,1832,169,154,133,1067,2145,4,2209,2149,-20,0,0,,,,,,
2015,11,7,6,AA,1798,N200UU,CLT,PHL,2005,2012,7,24,2036,93,96,64,449,2140,8,2138,2148,10,0,0,,,,,,
2015,2,2,1,EV,6001,N11526,DAL,IAH,945,945,0,13,958,68,66,45,216,1043,8,1053,1051,-2,0,0,,,,,,
2015,9,30,3,AA,1046,N4YUAA,ORD,MCI,845,843,-2,13,856,98,86,65,403,1001,8,1023,1009,-14,0,0,,,,,,
2015,9,24,4,EV,5669,N16546,CVG,EWR,1525,1518,-7,9,1527,115,123,99,569,1706,15,1720,1721,1,0,0,,,,,,
2015,6,28,7,DL,2635,N387DA,ATL,JFK,810,815,5,9,824,135,126,110,760,1014,7,1025,1021,-4,0,0,,,,,,
2015,7,13,1,EV,5110,N135EV,ATL,OMA,814,915,61,18,933,139,135,114,821,1027,3,933,1030,57,0,0,,0,0,57,0,0
2015,8,14,5,WN,411,N570WN,SNA,SEA,1100,1118,18,26,1144,165,193,159,978,1423,8,1345,1431,46,0,0,,28,0,0,0,18
2015,9,11,5,OO,5387,N593ML,SBA,LAX,1250,1250,0,11,1301,50,46,27,89,1328,8,1340,1336,-4,0,0,,,,,,
2015,12,4,5,MQ,3260,N928MQ,TLH,MIA,1145,1246,61,16,1302,80,86,63,402,1405,7,1305,1412,67,0,0,,6,0,0,61,0
2015,4,6,1,NK,339,N524NK,FLL,LAX,2101,2100,-1,18,2118,358,350,322,2343,2340,10,2359,2350,-9,0,0,,,,,,
2015,4,13,1,UA,1469,N36272,DEN,LGA,1000,1020,20,51,1111,235,250,195,1620,1626,4,1555,1630,35,0,0,,15,0,20,0,0
2015,9,2,3,AA,258,N3FUAA,DTW,DFW,1353,1353,0,25,1418,171,160,129,986,1527,6,1544,1533,-11,0,0,,,,,,
2015,5,1,5,OO,2854,N864AS,SAN,LAX,1525,1513,-12,9,1522,46,43,26,109,1548,8,1611,1556,-15,0,0,,,,,,
2015,9,26,6,AA,58,N5FCAA,KOA,LAX,1303,1257,-6,18,1315,318,290,265,2504,2040,7,2121,2047,-34,0,0,,,,,,
2015,1,28,3,MQ,3387,N611MQ,DFW,GCK,1900,1859,-1,10,1909,87,85,72,404,2021,3,2027,2024,-3,0,0,,,,,,
2015,1,22,4,OO,5566,N116SY,ATL,ORD,1955,1949,-6,11,2000,125,120,97,606,2037,12,2100,2049,-11,0,0,,,,,,
2015,3,10,2,B6,1022,N558JB,PBI,BOS,1156,1208,12,19,1227,178,175,147,1197,1454,9,1454,1503,9,0,0,,,,,,
2015,4,2,4,DL,1349,N919DN,CLT,ATL,1700,1658,-2,61,1759,85,109,42,226,1841,6,1825,1847,22,0,0,,22,0,0,0,0
2015,11,8,7,DL,2525,N911DE,BHM,ATL,1851,1847,-4,11,1858,67,54,31,134,2029,12,2058,2041,-17,0,0,,,,,,
2015,3,6,5,US,504,N196UW,DEN,PHX,1825,1906,41,9,1915,115,103,82,602,2037,12,2020,2049,29,0,0,,0,0,1,28,0
2015,7,9,4,EV,3819,N16561,GSP,ORD,1038,1118,40,10,1128,117,118,88,578,1156,20,1135,1216,41,0,0,,1,0,0,40,0
2015,6,1,1,DL,1540,N960DL,OKC,ATL,600,553,-7,11,604,125,125,97,761,841,17,905,858,-7,0,0,,,,,,
2015,5,25,1,AA,1271,N437AA,DFW,RIC,1845,1853,8,11,1904,179,174,157,1158,2241,6,2244,2247,3,0,0,,,,,,
2015,2,23,1,MQ,3609,N817MQ,EVV,DFW,1539,1535,-4,13,1548,136,145,120,642,1748,12,1755,1800,5,0,0,,,,,,
2015,9,11,5,AS,62,N706AS,FAI,ANC,600,548,-12,12,600,60,59,44,261,644,3,700,647,-13,0,0,,,,,,
2015,10,14,3,UA,1075,N24715,11618,14908,1759,1809,10,17,1826,369,349,327,2434,2053,5,2108,2058,-10,0,0,,,,,,
2015,6,16,2,AA,2414,N3GXAA,MIA,SJU,1400,1357,-3,12,1409,158,147,128,1045,1617,7,1638,1624,-14,0,0,,,,,,
2015,4,19,7,AA,2407,N5ELAA,MIA,DFW,1240,1301,21,15,1316,198,178,157,1121,1453,6,1458,1459,1,0,0,,,,,,
2015,7,19,7,UA,1962,N79279,DEN,LGA,1727,1737,10,16,1753,227,215,193,1620,2306,6,2314,2312,-2,0,0,,,,,,
2015,12,9,3,WN,1233,N498SW,SMF,SAN,1810,1808,-2,8,1816,85,84,70,480,1926,6,1935,1932,-3,0,0,,,,,,
2015,5,22,5,HA,290,N490HA,LIH,OGG,902,855,-7,6,901,45,46,33,201,934,7,947,941,-6,0,0,,,,,,
2015,1,14,3,WN,1988,N247WN,LAS,PHX,1040,1052,12,13,1105,65,63,46,255,1251,4,1245,1255,10,0,0,,,,,,
2015,12,7,1,WN,946,N7831B,DEN,LAS,935,1004,29,9,1013,115,102,88,628,1041,5,1030,1046,16,0,0,,0,0,0,16,0
2015,12,28,1,AA,608,N974UY,JFK,PHX,1630,1626,-4,31,1657,343,326,289,2153,1946,6,2013,1952,-21,0,0,,,,,,
2015,8,4,2,WN,740,N379SW,BDL,BWI,1840,1906,26,6,1912,80,71,58,283,2010,7,2000,2017,17,0,0,,0,0,1,16,0
2015,12,26,6,UA,1168,N27724,DEN,DSM,1555,1552,-3,13,1605,108,98,80,589,1825,5,1843,1830,-13,0,0,,,,,,
2015,5,8,5,AA,2463,N3GBAA,PHL,MIA,545,537,-8,34,611,165,182,137,1013,828,11,830,839,9,0,0,,,,,,
2015,1,16,5,EV,4146,N14570,IAH,HSV,1910,1901,-9,18,1919,105,105,83,595,2042,4,2055,2046,-9,0,0,,,,,,
2015,11,26,4,DL,1470,N892AT,CLE,ATL,1042,1045,3,7,1052,116,93,80,554,1212,6,1238,1218,-20,0,0,,,,,,
2015,10,7,3,UA,1438,N73406,12266,13204,849,855,6,14,909,145,132,108,854,1157,10,1214,1207,-7,0,0,,,,,,
2015,4,15,3,DL,1807,N977AT,EWR,ATL,1800,1757,-3,27,1824,165,151,118,746,2022,6,2045,2028,-17,0,0,,,,,,
2015,8,1,6,WN,1334,N684WN,CMH,ATL,1750,1906,76,12,1918,95,88,70,447,2028,6,1925,2034,69,0,0,,0,0,0,69,0
2015,9,3,4,EV,4972,N146PQ,PHF,ATL,600,655,55,14,709,110,102,74,508,823,14,750,837,47,0,0,,0,0,47,0,0
2015,9,4,5,B6,481,N339JB,DCA,RSW,1537,1757,140,60,1857,153,194,128,892,2105,6,1810,2111,181,0,0,,44,0,137,0,0
2015,12,3,4,WN,639,N570WN,DAL,ELP,2150,2145,-5,10,2155,105,95,82,562,2217,3,2235,2220,-15,0,0,,,,,,
2015,4,2,4,WN,4647,N735SA,BUF,MDW,1745,1746,1,9,1755,105,94,81,468,1816,4,1830,1820,-10,0,0,,,,,,
2015,10,15,4,WN,424,N384SW,14893,12892,1340,1335,-5,47,1422,80,130,76,373,1538,7,1500,1545,45,0,0,,45,0,0,0,0
2015,10,18,7,OO,5343,N932EV,13476,12892,1545,1615,30,11,1626,78,66,47,266,1713,8,1703,1721,18,0,0,,0,0,0,18,0
2015,7,7,2,AA,419,N601AW,PHL,LAS,2035,2045,10,19,2104,317,296,269,2176,2233,8,2252,2241,-11,0,0,,,,,,
2015,9,23,3,EV,4965,N753EV,HPN,ATL,1230,1228,-2,15,1243,142,134,113,780,1436,6,1452,1442,-10,0,0,,,,,,
2015,8,10,1,WN,322,N237WN,PDX,SMF,1305,1303,-2,9,1312,85,86,73,479,1425,4,1430,1429,-1,0,0,,,,,,
2015,9,4,5,OO,4563,N804SK,SLC,BOI,835,829,-6,22,851,70,72,43,290,934,7,945,941,-4,0,0,,,,,,
2015,6,21,7,WN,1196,N463WN,SEA,MCI,1240,1244,4,12,1256,205,182,166,1489,1742,4,1805,1746,-19,0,0,,,,,,
2015,3,10,2,US,697,N902AW,LIH,PHX,2200,2155,-5,14,2209,355,320,295,2979,604,11,655,615,-40,0,0,,,,,,
2015,11,1,7,NK,484,N639NK,DFW,PHL,1430,1423,-7,8,1431,192,161,144,1303,1755,9,1842,1804,-38,0,0,,,,,,
2015,1,21,3,WN,270,N250WN,LAX,OAK,1710,1712,2,7,1719,75,69,56,337,1815,6,1825,1821,-4,0,0,,,,,,
2015,3,12,4,UA,1272,N37277,IAH,PHX,909,912,3,15,927,182,155,135,1009,942,5,1011,947,-24,0,0,,,,,,
2015,11,19,4,B6,865,N552JB,BOS,RSW,1920,1918,-2,18,1936,212,203,182,1249,2238,3,2252,2241,-11,0,0,,,,,,
2015,6,25,4,WN,745,N496WN,TPA,HOU,710,705,-5,18,723,130,124,102,781,805,4,820,809,-11,0,0,,,,,,
2015,6,12,5,MQ,3047,N908MQ,FSD,ORD,1521,1647,86,21,1708,101,101,65,462,1813,15,1702,1828,86,0,0,,0,0,0,49,37
2015,4,22,3,UA,292,N433UA,DFW,EWR,1343,1334,-9,23,1357,215,200,165,1372,1742,12,1818,1754,-24,0,0,,,,,,
2015,9,20,7,B6,51,N587JB,BOS,MCO,635,630,-5,11,641,187,169,152,1121,913,6,942,919,-23,0,0,,,,,,
2015,5,26,2,AA,2317,N3KPAA,SFO,DFW,1155,1211,16,22,1233,213,217,182,1464,1735,13,1728,1748,20,0,0,,4,0,0,13,3
2015,3,14,6,WN,3444,N463WN,SAN,SMF,1010,1003,-7,11,1014,95,92,75,480,1129,6,1145,1135,-10,0,0,,,,,,
2015,1,17,6,WN,4257,N771SA,BUR,LAS,1400,1400,0,8,1408,60,51,38,223,1446,5,1500,1451,-9,0,0,,,,,,
2015,3,10,2,EV,3956,N15980,CVG,ORD,1419,1417,-2,11,1428,82,70,51,265,1419,8,1441,1427,-14,0,0,,,,,,
2015,7,21,2,AS,746,N461AS,SEA,ATL,955,958,3,18,1016,300,276,252,2182,1728,6,1755,1734,-21,0,0,,,,,,
2015,10,20,2,AA,649,N165US,14107,11298,900,921,21,33,954,158,150,110,868,1344,7,1338,1351,13,0,0,,,,,,
2015,1,6,2,OO,4601,N603SK,GRB,MSP,655,649,-6,24,713,83,76,49,252,802,3,818,805,-13,0,0,,,,,,
2015,9,12,6,WN,3039,N7707C,OAK,LAX,1745,1754,9,10,1804,80,73,57,337,1901,6,1905,1907,2,0,0,,,,,,
2015,9,29,2,MQ,3113,N656MQ,RIC,ORD,1157,1154,-3,10,1204,132,131,108,642,1252,13,1309,1305,-4,0,0,,,,,,
2015,6,24,3,WN,3839,N359SW,ECP,BWI,1215,1221,6,10,1231,130,123,109,798,1520,4,1525,1524,-1,0,0,,,,,,
2015,4,4,6,OO,4965,N121SY,CLT,ORD,1714,1720,6,20,1740,130,126,103,599,1823,3,1824,1826,2,0,0,,,,,,
2015,8,2,7,B6,889,N358JB,BOS,DCA,1615,1619,4,20,1639,95,89,64,399,1743,5,1750,1748,-2,0,0,,,,,,
2015,5,16,6,WN,1870,N265WN,ABQ,MDW,820,837,17,6,843,160,149,138,1121,1201,5,1200,1206,6,0,0,,,,,,
2015,11,27,5,MQ,3075,N535MQ,ORD,MSN,1040,1039,-1,21,1100,55,54,27,108,1127,6,1135,1133,-2,0,0,,,,,,
2015,11,17,2,AA,291,N3DHAA,JFK,MCO,1455,1451,-4,16,1507,184,149,125,944,1712,8,1759,1720,-39,0,0,,,,,,
2015,11,27,5,VX,114,N632VA,LAX,IAD,2355,2350,-5,22,12,290,275,246,2288,718,7,745,725,-20,0,0,,,,,,
2015,8,3,1,DL,1066,N982AT,ATL,BNA,940,936,-4,10,946,68,56,41,214,927,5,948,932,-16,0,0,,,,,,
2015,5,3,7,WN,2705,N755SA,LAX,AUS,1450,1452,2,10,1502,165,151,137,1242,1919,4,1935,1923,-12,0,0,,,,,,
2015,2,1,7,NK,303,N620NK,ACY,MCO,1808,2010,122,19,2029,149,153,128,852,2237,6,2037,2243,126,0,0,,4,0,103,19,0
2015,1,28,3,WN,4830,N273WN,DEN,HOU,1925,1933,8,15,1948,135,127,108,883,2236,4,2240,2240,0,0,0,,,,,,
2015,12,17,4,EV,5353,N851AS,MGM,ATL,1013,1055,42,20,1115,52,65,32,147,1247,13,1205,1300,55,0,0,,13,0,13,29,0
2015,8,23,7,B6,154,N529JB,PBI,JFK,600,558,-2,26,624,165,167,133,1028,837,8,845,845,0,0,0,,,,,,
2015,8,29,6,HA,123,N483HA,HNL,LIH,727,725,-2,10,735,37,39,23,102,758,6,804,804,0,0,0,,,,,,
2015,11,6,5,EV,4951,N754EV,OMA,DTW,1720,1715,-5,12,1727,117,100,79,651,1946,9,2017,1955,-22,0,0,,,,,,
2015,5,7,4,WN,163,N291WN,ABQ,LAS,1910,1920,10,7,1927,90,86,75,486,1942,4,1940,1946,6,0,0,,,,,,
2015,12,28,1,UA,561,N828UA,DEN,JAC,1115,1122,7,12,1134,91,76,61,406,1235,3,1246,1238,-8,0,0,,,,,,
2015,10,29,4,MQ,3090,N826MQ,11067,13930,1818,1801,-17,6,1807,64,67,38,135,1845,23,1922,1908,-14,0,0,,,,,,
2015,3,3,2,WN,556,N7734H,SAN,OAK,1830,1858,28,8,1906,90,78,65,446,2011,5,2000,2016,16,0,0,,0,0,0,16,0
2015,7,17,5,EV,5916,N14923,ORD,MOB,1910,1931,21,52,2023,134,158,101,779,2204,5,2124,2209,45,0,0,,24,0,12,9,0
2015,10,17,6,B6,2380,N316JB,11618,10721,1106,1102,-4,9,1111,63,52,39,200,1150,4,1209,1154,-15,0,0,,,,,,
2015,7,8,3,AA,1227,N3GAAA,DCA,MIA,1623,1623,0,57,1720,168,185,122,919,1922,6,1911,1928,17,0,0,,17,0,0,0,0
2015,6,5,5,OO,4588,N825SK,CVG,ORD,1612,1610,-2,21,1631,81,86,54,265,1625,11,1633,1636,3,0,0,,,,,,
2015,5,22,5,AA,129,N3EBAA,MSY,MIA,2020,2015,-5,13,2028,109,104,87,675,2255,4,2309,2259,-10,0,0,,,,,,
